brand_name,product_name,product_id,url,images_from_sociolla,images_from_serper,total_images,serper_status
15301_eze-nails,Spot On Manicure Kartini in White Swirl,88101,https://www.sociolla.com/nail-arts/59759-spot-on-manicure-kartini-in-white-swirl,0,9,9,ok
15301_eze-nails,Glozee - Angelic Grey,101536,https://www.sociolla.com/default-category/73194-glozee-angelic-grey,0,10,10,ok
15301_eze-nails,Spot-On Manicure Matte Queen,89935,https://www.sociolla.com/default-category/61593-spot-on-manicure-matte-queen,0,0,0,ok
15301_eze-nails,Spot On Manicure - She's Full of Solutions,93234,https://www.sociolla.com/bath-body/64892-spot-on-manicure-she-s-full-of-solutions,0,0,0,ok
15301_eze-nails,Glozee - Sweet Mauve,101533,https://www.sociolla.com/default-category/73191-glozee-sweet-mauve,0,9,9,ok
15301_eze-nails,Glozee - Feminine Rose,101530,https://www.sociolla.com/default-category/73188-glozee-feminine-rose,0,10,10,ok
15301_eze-nails,Matching French Nails - Eze Nails Bundling,92467,https://www.sociolla.com/nail-treatment/64125-matching-french-nails-eze-nails-bundling,0,4,4,ok
15301_eze-nails,Glozee - Fearless Red,101535,https://www.sociolla.com/default-category/73193-glozee-fearless-red,0,8,8,ok
15301_eze-nails,Spot-On Manicure White Dignity,85439,https://www.sociolla.com/nail-arts/57097-spot-on-manicure-white-dignity,0,1,1,ok
15301_eze-nails,Spot-On Manicure I Pink I Can,89933,https://www.sociolla.com/default-category/61591-spot-on-manicure-i-pink-i-can,0,1,1,ok
15301_eze-nails,Spot On Manicure - She's Inspiring,93356,https://www.sociolla.com/default-category/65014-spot-on-manicure-she-s-inspiring,0,6,6,ok
15301_eze-nails,Rengginang Spot On Manicure,99004,https://www.sociolla.com/manicure-pedicure-set/70662-rengginang-spot-on-manicure,0,1,1,ok
15301_eze-nails,Serabi Spot On Manicure,99005,https://www.sociolla.com/manicure-pedicure-set/70663-serabi-spot-on-manicure,0,1,1,ok
15301_eze-nails,"Spot On Manicure - Single, Not Dying",93268,https://www.sociolla.com/default-category/64926-spot-on-manicure-single-not-dying,0,2,2,ok
15301_eze-nails,Spot On Deco - Jar Of Hearts (Sticker Kuku Nail Art),101532,https://www.sociolla.com/default-category/73190-spot-on-deco-jar-of-hearts-sticker-kuku-nail-art,0,9,9,ok
15301_eze-nails,Glozee - Dark Fantasy,101529,https://www.sociolla.com/default-category/73187-glozee-dark-fantasy,0,9,9,ok
15301_eze-nails,Spot-On Manicure Self-Made,89934,https://www.sociolla.com/default-category/61592-spot-on-manicure-self-made,0,0,0,ok
15301_eze-nails,Glozee - Magical Lilac,101539,https://www.sociolla.com/default-category/73197-glozee-magical-lilac,0,10,10,ok
15301_eze-nails,Spot On Manicure - She's Compassionate,93355,https://www.sociolla.com/default-category/65013-spot-on-manicure-she-s-compassionate,0,0,0,ok
15301_eze-nails,Ketan Item Spot On Manicure,99003,https://www.sociolla.com/manicure-pedicure-set/70661-ketan-item-spot-on-manicure,0,2,2,ok
15301_eze-nails,Bubur Sumsum Spot On Manicure,99000,https://www.sociolla.com/manicure-pedicure-set/70658-bubur-sumsum-spot-on-manicure,0,2,2,ok
15301_eze-nails,Glozee - Brown Charmer,101531,https://www.sociolla.com/default-category/73189-glozee-brown-charmer,0,8,8,ok
15301_eze-nails,Spot On Manicure Ruhana in Cinnamon,88102,https://www.sociolla.com/nail-arts/59760-ruhana-in-cinnamon,0,1,1,ok
15301_eze-nails,Love Rules Bundle 2,93271,https://www.sociolla.com/default-category/64929-love-rules-bundle-2,0,10,10,ok
15301_eze-nails,Eze Nails 4-IN-1 Nail Shiner (4-in-1 Kikir Kuku Kaca Pengkilap Kuku),96740,https://www.sociolla.com/nails/68398-eze-nails-4-in-1-nail-shiner-4-in-1-kikir-kuku-kaca-pengkilap-kuku,0,8,8,ok
15301_eze-nails,Clear Boundaries - Eze Nails Spot On Manicure,101528,https://www.sociolla.com/nail-arts/73186-clear-boundaries-eze-nails-spot-on-manicure,0,6,6,ok
15301_eze-nails,Spot-On Manicure Courage in Red,85453,https://www.sociolla.com/nail-arts/57111-spot-on-manicure-courage-in-red,0,1,1,ok
